SPEC,TYPE,TYPE_CODE,ORDER,DESCRIPTION,SHORT_DESCRIPTION,FIRST_SIZE,FIRST_SIZE_NUMBER,SECOND_SIZE,SECOND_SIZE_NUMBER,SCH,FACE,RATING,WEIGHT,AREA,TAG,SUPPLY_CODE,SUPPLY_TITLE,SUPPLY_DESCRIPTION,MANUFACTURING_CODE,MANUFACTURING_TITLE,MANUFACTURING_DESCRIPTION,ERECTION_CODE,ERECTION_TITLE,ERECTION_DESCRIPTION
CS4SA1,FT,RTE,2,,,"1-1/2""",1.5,"3/4""",0.75,-,SW,3000,1.35,0,-,4.2,SUMINISTRO DE REDUCER TEE,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 """,4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,"MONTAJE AÉREO DE TUBERÍA DE Ø < 2 """
CS4SA1,FT,RTE,2,,,"1-1/2""",1.5,"1""",1,-,SW,3000,1.35,0,-,4.2,SUMINISTRO DE REDUCER TEE,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 """,4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,"MONTAJE AÉREO DE TUBERÍA DE Ø < 2 """
CS4SA1,FT,RTE,2,,,"3""",3,"2""",2,,BW,-,4.25,0,-,4.2,SUMINISTRO DE REDUCER TEE,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 3"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 3”
CS4SA1,FT,RTE,2,,,"4""",4,"2""",2,,BW,-,7.5,0,-,4.2,SUMINISTRO DE REDUCER TEE,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 4"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 4”
CS4SA1,FT,RTE,2,,,"4""",4,"3""",3,,BW,-,7.5,0,-,4.2,SUMINISTRO DE REDUCER TEE,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 4"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 4”
CS4SA1,FT,RTE,2,,,"6""",6,"3""",3,,BW,-,18,0,-,4.2,SUMINISTRO DE REDUCER TEE,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 6"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 6”
CS4SA1,FT,RTE,2,,,"6""",6,"4""",4,,BW,-,18,0,-,4.2,SUMINISTRO DE REDUCER TEE,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 6"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 6”
CS4SA1,FT,RTE,2,,,"8""",8,"4""",4,,BW,-,0,0,-,4.2,SUMINISTRO DE REDUCER TEE,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 8"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 8”
CS4SA1,FT,RTE,2,,,"8""",8,"6""",6,,BW,-,0,0,-,4.2,SUMINISTRO DE REDUCER TEE,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 8"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 8”
CS4SA1,FT,RTE,2,,,"10""",10,"6""",6,,BW,-,0,0,-,4.2,SUMINISTRO DE REDUCER TEE,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 10"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 10”
CS4SA1,FT,RTE,2,,,"10""",10,"8""",8,,BW,-,0,0,-,4.2,SUMINISTRO DE REDUCER TEE,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 10"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 10”
CS4SA1,FT,RTE,2,,,"12""",12,"6""",6,,BW,-,0,0,-,4.2,SUMINISTRO DE REDUCER TEE,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 12"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 12”
CS4SA1,FT,RTE,2,,,"12""",12,"8""",8,,BW,-,0,0,-,4.2,SUMINISTRO DE REDUCER TEE,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 12"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 12”
CS4SA1,FT,RTE,2,,,"12""",12,"10""",10,,BW,-,0,0,-,4.2,SUMINISTRO DE REDUCER TEE,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 12"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 12”
CS4SA1,FT,RTE,2,,,"14""",14,"8""",8,,BW,-,0,0,-,4.2,SUMINISTRO DE REDUCER TEE,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 14"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 14”
CS4SA1,FT,RTE,2,,,"14""",14,"10""",10,,BW,-,0,0,-,4.2,SUMINISTRO DE REDUCER TEE,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 14"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 14”
CS4SA1,FT,RTE,2,,,"14""",14,"12""",12,,BW,-,0,0,-,4.2,SUMINISTRO DE REDUCER TEE,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 14"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 14”
CS4SA1,FT,RTE,2,,,"16""",16,"8""",8,,BW,-,0,0,-,4.2,SUMINISTRO DE REDUCER TEE,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 16"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 16”
CS4SA1,FT,RTE,2,,,"16""",16,"10""",10,,BW,-,0,0,-,4.2,SUMINISTRO DE REDUCER TEE,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 16"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 16”
CS4SA1,FT,RTE,2,,,"16""",16,"12""",12,,BW,-,0,0,-,4.2,SUMINISTRO DE REDUCER TEE,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 16"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 16”
CS4SA1,FT,RTE,2,,,"16""",16,"14""",14,,BW,-,0,0,-,4.2,SUMINISTRO DE REDUCER TEE,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 16"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 16”
CS4SA1,FT,RTE,2,,,"18""",18,"10""",10,,BW,-,0,0,-,4.2,SUMINISTRO DE REDUCER TEE,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 18"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 18”
CS4SA1,FT,RTE,2,,,"18""",18,"12""",12,,BW,-,0,0,-,4.2,SUMINISTRO DE REDUCER TEE,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 18"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 18”
CS4SA1,FT,RTE,2,,,"18""",18,"14""",14,,BW,-,0,0,-,4.2,SUMINISTRO DE REDUCER TEE,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 18"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 18”
CS4SA1,FT,RTE,2,,,"18""",18,"16""",16,,BW,-,0,0,-,4.2,SUMINISTRO DE REDUCER TEE,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 18"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 18”
CS4SA1,FT,RTE,2,,,"20""",20,"10""",10,,BW,-,0,0,-,4.2,SUMINISTRO DE REDUCER TEE,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 20"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 20”
CS4SA1,FT,RTE,2,,,"20""",20,"12""",12,,BW,-,0,0,-,4.2,SUMINISTRO DE REDUCER TEE,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 20"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 20”
CS4SA1,FT,RTE,2,,,"20""",20,"14""",14,,BW,-,0,0,-,4.2,SUMINISTRO DE REDUCER TEE,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 20"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 20”
CS4SA1,FT,RTE,2,,,"20""",20,"16""",16,,BW,-,0,0,-,4.2,SUMINISTRO DE REDUCER TEE,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 20"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 20”
CS4SA1,FT,RTE,2,,,"20""",20,"18""",18,,BW,-,0,0,-,4.2,SUMINISTRO DE REDUCER TEE,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 20"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 20”
CS4SA1,FT,RTE,2,,,"24""",24,"12""",12,,BW,-,0,0,-,4.2,SUMINISTRO DE REDUCER TEE,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 24"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 24”
CS4SA1,FT,RTE,2,,,"24""",24,"14""",14,,BW,-,0,0,-,4.2,SUMINISTRO DE REDUCER TEE,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 24"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 24”
CS4SA1,FT,RTE,2,,,"24""",24,"16""",16,,BW,-,0,0,-,4.2,SUMINISTRO DE REDUCER TEE,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 24"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 24”
CS4SA1,FT,RTE,2,,,"24""",24,"18""",18,,BW,-,0,0,-,4.2,SUMINISTRO DE REDUCER TEE,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 24"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 24”
CS4SA1,FT,RTE,2,,,"24""",24,"20""",20,,BW,-,0,0,-,4.2,SUMINISTRO DE REDUCER TEE,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 24"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 24”
CS4SA1,MS,YST,6,,,"2""",2,-,-,-,RF,600,0,0,-,4.2,TIPO Y ANSI 600," SUMINISTRO DE FILTROS TIPO Y ANSI 600 DE Ø 2 "" ",-,-,-,4.29.2,TIPO Y ANSI 600,"MONTAJE DE FILTRO TIPO Y ANSI 600 DE Ø ENTRE 2 "" - 4 """
CS4SA1,MS,YST,6,,,"3""",3,-,-,-,RF,600,0,0,-,4.2,TIPO Y ANSI 600," SUMINISTRO DE FILTROS TIPO Y ANSI 600 DE Ø 3 "" ",-,-,-,4.29.2,TIPO Y ANSI 600,"MONTAJE DE FILTRO TIPO Y ANSI 600 DE Ø ENTRE 2 "" - 4 """
CS4SA1,MS,YST,6,,,"4""",4,-,-,-,RF,600,0,0,-,4.2,TIPO Y ANSI 600," SUMINISTRO DE FILTROS TIPO Y ANSI 600 DE Ø 4 "" ",-,-,-,4.29.2,TIPO Y ANSI 600,"MONTAJE DE FILTRO TIPO Y ANSI 600 DE Ø ENTRE 2 "" - 4 """
CS4SA1,MS,YST,6,,,"6""",6,-,-,-,RF,600,0,0,-,4.2,TIPO Y ANSI 600," SUMINISTRO DE FILTROS TIPO Y ANSI 600 DE Ø 6 "" ",-,-,-,4.29.2,TIPO Y ANSI 600,"MONTAJE DE FILTRO TIPO Y ANSI 600 DE Ø ENTRE 6 "" - 10 """
CS4SA1,MS,YST,6,,,"8""",8,-,-,-,RF,600,0,0,-,4.2,TIPO Y ANSI 600," SUMINISTRO DE FILTROS TIPO Y ANSI 600 DE Ø 8 "" ",-,-,-,4.29.2,TIPO Y ANSI 600,"MONTAJE DE FILTRO TIPO Y ANSI 600 DE Ø ENTRE 6 "" - 10 """
CS4SA1,MS,YST,6,,,"10""",10,-,-,-,RF,600,0,0,-,4.2,-,-,-,-,-,4.29.2,TIPO Y ANSI 600,"MONTAJE DE FILTRO TIPO Y ANSI 600 DE Ø ENTRE 6 "" - 10 """
CS4SA1,MS,YST,6,,,"12""",12,-,-,-,RF,600,0,0,-,4.2,-,-,-,-,-,4.29.2,TIPO Y ANSI 600,"MONTAJE DE FILTRO TIPO Y ANSI 600 DE Ø ENTRE 12 "" - 18 """
CS4SA1,MS,YST,6,,,"14""",14,-,-,-,RF,600,0,0,-,4.2,-,-,-,-,-,4.29.2,TIPO Y ANSI 600,"MONTAJE DE FILTRO TIPO Y ANSI 600 DE Ø ENTRE 12 "" - 18 """
CS4SA1,MS,YST,6,,,"16""",16,-,-,-,RF,600,0,0,-,4.2,-,-,-,-,-,4.29.2,TIPO Y ANSI 600,"MONTAJE DE FILTRO TIPO Y ANSI 600 DE Ø ENTRE 12 "" - 18 """
CS4SA1,MS,YST,6,,,"18""",18,-,-,-,RF,600,0,0,-,4.2,-,-,-,-,-,4.29.2,TIPO Y ANSI 600,"MONTAJE DE FILTRO TIPO Y ANSI 600 DE Ø ENTRE 12 "" - 18 """
CS4SA1,MS,YST,6,,,"20""",20,-,-,-,RF,600,0,0,-,4.2,-,-,-,-,-,4.29.2,TIPO Y ANSI 600,"MONTAJE DE FILTRO TIPO Y ANSI 600 DE Ø ENTRE 20 "" - 24 """
CS4SA1,MS,YST,6,,,"24""",24,-,-,-,RF,600,0,0,-,4.2,-,-,-,-,-,4.29.2,TIPO Y ANSI 600,"MONTAJE DE FILTRO TIPO Y ANSI 600 DE Ø ENTRE 20 "" - 24 """
CS4SA1,VL,BAL,7,"Ball Valve with integral welded 2 Nipples, Full Bore, Floating Ball, API 608, Seat Leakage as per API 598, ASTM A105, Class 800, SW Ends w/ 2 PE Nipples, Ends as per Mnf Std, AISI 316 Ball, AISI 316 Stem, 2 or 3 Pcs Split Body Side Entry, Bolted Connection, A193 Gr.B7/A194 Gr.2H, Stem Seal: Graphite, Seat Rings: RPTFE, Fire Safe as per API 607, LO","BALL VALVE W/INTEGRAL WELDED 2 NIPPLES, FB, FLOATING BALL, API 608, API 598, A105, CL 800, SW W/2 PE NIPPLES, MNF STD, SS316 BALL, SS316 STEM, 2 OR 3 PCS SPLIT BODY SIDE ENTRY, API 607, LO","1/2""",0.5,-,-,-,PE,800,1.3,0,BAV24G0I1C,4.3,VALVULAS DE BOLA ,-,4.14,PRUEBAS HIDROSTATICAS 800#,"PRUEBAS HIDROSTATICAS DE VÁLVULAS MANUALES SW 800# DE DIAMETRO MENORES 2""",4.13,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ","MONTAJE DE VÁLVULAS Y CHEQUES DIAMETRO MENORES DE 2"""
CS4SA1,VL,BAL,7,"Ball Valve with integral welded 2 Nipples, Full Bore, Floating Ball, API 608, Seat Leakage as per API 598, ASTM A105, Class 800, SW Ends w/ 2 PE Nipples, Ends as per Mnf Std, AISI 316 Ball, AISI 316 Stem, 2 or 3 Pcs Split Body Side Entry, Bolted Connection, A193 Gr.B7/A194 Gr.2H, Stem Seal: Graphite, Seat Rings: RPTFE, Fire Safe as per API 607, LO","BALL VALVE W/INTEGRAL WELDED 2 NIPPLES, FB, FLOATING BALL, API 608, API 598, A105, CL 800, SW W/2 PE NIPPLES, MNF STD, SS316 BALL, SS316 STEM, 2 OR 3 PCS SPLIT BODY SIDE ENTRY, API 607, LO","3/4""",0.75,-,-,-,PE,800,2.4,0,BAV24G0I1C,4.3,VALVULAS DE BOLA ,-,4.14,PRUEBAS HIDROSTATICAS 800#,"PRUEBAS HIDROSTATICAS DE VÁLVULAS MANUALES SW 800# DE DIAMETRO MENORES 2""",4.13,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ","MONTAJE DE VÁLVULAS Y CHEQUES DIAMETRO MENORES DE 2"""
CS4SA1,VL,BAL,7,"Ball Valve with integral welded 2 Nipples, Full Bore, Floating Ball, API 608, Seat Leakage as per API 598, ASTM A105, Class 800, SW Ends w/ 2 PE Nipples, Ends as per Mnf Std, AISI 316 Ball, AISI 316 Stem, 2 or 3 Pcs Split Body Side Entry, Bolted Connection, A193 Gr.B7/A194 Gr.2H, Stem Seal: Graphite, Seat Rings: RPTFE, Fire Safe as per API 607, LO","BALL VALVE W/INTEGRAL WELDED 2 NIPPLES, FB, FLOATING BALL, API 608, API 598, A105, CL 800, SW W/2 PE NIPPLES, MNF STD, SS316 BALL, SS316 STEM, 2 OR 3 PCS SPLIT BODY SIDE ENTRY, API 607, LO","1""",1,-,-,-,PE,800,3.5,0,BAV24G0I1C,4.3,VALVULAS DE BOLA ,-,4.14,PRUEBAS HIDROSTATICAS 800#,"PRUEBAS HIDROSTATICAS DE VÁLVULAS MANUALES SW 800# DE DIAMETRO MENORES 2""",4.13,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ","MONTAJE DE VÁLVULAS Y CHEQUES DIAMETRO MENORES DE 2"""
CS4SA1,VL,BAL,7,"Ball Valve with integral welded 2 Nipples, Full Bore, Floating Ball, API 608, Seat Leakage as per API 598, ASTM A105, Class 800, SW Ends w/ 2 PE Nipples, Ends as per Mnf Std, AISI 316 Ball, AISI 316 Stem, 2 or 3 Pcs Split Body Side Entry, Bolted Connection, A193 Gr.B7/A194 Gr.2H, Stem Seal: Graphite, Seat Rings: RPTFE, Fire Safe as per API 607, LO","BALL VALVE W/INTEGRAL WELDED 2 NIPPLES, FB, FLOATING BALL, API 608, API 598, A105, CL 800, SW W/2 PE NIPPLES, MNF STD, SS316 BALL, SS316 STEM, 2 OR 3 PCS SPLIT BODY SIDE ENTRY, API 607, LO","1-1/2""",1.5,-,-,-,PE,800,6.1,0,BAV24G0I1C,4.3,VALVULAS DE BOLA ,-,4.14,PRUEBAS HIDROSTATICAS 800#,"PRUEBAS HIDROSTATICAS DE VÁLVULAS MANUALES SW 800# DE DIAMETRO MENORES 2""",4.13,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ","MONTAJE DE VÁLVULAS Y CHEQUES DIAMETRO MENORES DE 2"""
CS4SA1,VL,BAL,7,,,"2""",2,-,-,-,RF,600,0,0,BAV22A0I1C,4.3,VALVULAS DE BOLA ,-,4.14,PRUEBAS HIDROSTATICAS ANSI 600,"PRUEBAS HIDROSTATICAS DE VÁLVULAS MANUALES BRIDADAS ANSI 600 DE DIAMETRO 2""",4.13,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ","MONTAJE DE VÁLVULAS Y CHEQUES DIAMETRO DE 2"""
CS4SA1,VL,BAL,7,,,"3""",3,-,-,-,RF,600,0,0,BAV22A0I1C,4.3,VALVULAS DE BOLA ,-,4.14,PRUEBAS HIDROSTATICAS ANSI 600,"PRUEBAS HIDROSTATICAS DE VÁLVULAS MANUALES BRIDADAS ANSI 600 DE DIAMETRO 3""",4.13,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ","MONTAJE DE VÁLVULAS Y CHEQUES DIAMETRO DE 3"""
CS4SA1,VL,BAL,7,,,"4""",4,-,-,-,RF,600,0,0,BAV22A0F1C,4.3,VALVULAS DE BOLA ,-,4.14,PRUEBAS HIDROSTATICAS ANSI 600,"PRUEBAS HIDROSTATICAS DE VÁLVULAS MANUALES BRIDADAS ANSI 600 DE DIAMETRO 4""",4.13,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ","MONTAJE DE VÁLVULAS Y CHEQUES DIAMETRO DE 4"""
CS4SA1,VL,BAL,7,,,"6""",6,-,-,-,RF,600,0,0,BAV22A0F1C,4.3,VALVULAS DE BOLA ,-,4.14,PRUEBAS HIDROSTATICAS ANSI 600,"PRUEBAS HIDROSTATICAS DE VÁLVULAS MANUALES BRIDADAS ANSI 600 DE DIAMETRO 6""",4.13,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ","MONTAJE DE VÁLVULAS Y CHEQUES DIAMETRO DE 6"""
CS4SA1,VL,BAL,7,,,"8""",8,-,-,-,RF,600,0,0,BAV22A0F1C,4.3,VALVULAS DE BOLA ,-,4.14,PRUEBAS HIDROSTATICAS ANSI 600,"PRUEBAS HIDROSTATICAS DE VÁLVULAS MANUALES BRIDADAS ANSI 600 DE DIAMETRO 8""",4.13,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ","MONTAJE DE VÁLVULAS Y CHEQUES DIAMETRO DE 8"""
CS4SA1,VL,BAL,7,,,"10""",10,-,-,-,RF,600,0,0,BAV22A0F1C,4.3,VALVULAS DE BOLA ,-,4.14,PRUEBAS HIDROSTATICAS ANSI 600,"PRUEBAS HIDROSTATICAS DE VÁLVULAS MANUALES BRIDADAS ANSI 600 DE DIAMETRO 10""",4.13,"MONTAJE DE VÁLVULAS, CHEQUES Y CIEGOS BRIDADOS Y/O CONEXIONES BRIDADAS (INCLUYE SUMINISTRO DE EMPAQUES Y ESPARRAGOS CON SU RESPECTIVO TORQUEO) ","MONTAJE DE VÁLVULAS Y CHEQUES DIAMETRO DE 10"""
